Slaughter, Louise McIntosh	0	Congress|Congressional operations and organization
Jackson-Lee, Sheila	0	Commemorative events and holidays|Congressional tributes|Disability and paralysis|Health|Health personnel|Health promotion and preventive care|Neurological disorders|World health
Baldwin, Tammy	0	Health|Health care costs and insurance|Intergovernmental relations|State and local government operations
Lewis, Jerry	0	Art, artists, authorship|California|Commemorative events and holidays|Congress|Congressional tributes|Presidential administrations|U.S. Capitol
Lee, Barbara	0	Poverty and welfare assistance|Social welfare
Payne, Donald M.	0	Child health|Commemorative events and holidays|Congressional tributes|Foreign aid and international relief|HIV/AIDS|Health programs administration and funding|Health promotion and preventive care|Infectious and parasitic diseases|International affairs|Women's health|World health
Baldwin, Tammy	0	Commemorative events and holidays|Congressional tributes|Crime and law enforcement|Crime prevention|Crimes against women|Criminal investigation, prosecution, interrogation|Health personnel|Law enforcement officers|Sex offenses
Farr, Sam	0	Commemorative events and holidays|Transportation and public works|Travel and tourism
Bright, Bobby	0	Administrative law and regulatory procedures|Air quality|California|Climate change and greenhouse gases|Department of Energy|Energy|Energy efficiency and conservation|Intergovernmental relations|Motor fuels|Motor vehicles|State and local government operations|Unemployment
Lee, Barbara	0	Commemorative events and holidays|Health|Health promotion and preventive care|Medical tests and diagnostic methods|Sexually transmitted diseases
Maloney, Carolyn B.	0	Afghanistan|Asia|Crimes against women|Diplomacy, foreign officials, Americans abroad|Human rights|International affairs|Religion|Sex offenses|Women's rights
Connolly, Gerald E.	0	Cancer|Commemorative events and holidays|Congressional tributes|Health|Health programs administration and funding|Medical research|Outdoor recreation|Women's health|World health
Jackson-Lee, Sheila	0	Child health|Food assistance and relief|Foreign aid and international relief|International affairs|Nutrition and diet|World health
Lowey, Nita M.	0	Commemorative events and holidays|Digestive and metabolic diseases|Health|Health programs administration and funding|Immunology|Medical research|Medical tests and diagnostic methods|Research administration and funding
Garrett, Scott	0	Commemorative events and holidays|Congressional tributes|Diplomacy, foreign officials, Americans abroad|Homeland security|International affairs|Israel|Middle East|Military assistance, sales, and agreements|Sovereignty, recognition, national governance and status
Moore, Gwen	0	Asia|Commemorative events and holidays|Conflicts and wars|International affairs|Laos
Ryan, Tim	0	Brazil|Criminal investigation, prosecution, interrogation|Domestic violence and child abuse|International affairs|International organizations and cooperation|Latin America|Military personnel and dependents|National Guard and reserves|Violent crime
Buchanan, Vern	0	Armed forces and national security|Commemorative events and holidays|Disability and paralysis|Military personnel and dependents|Postal service
Bono Mack, Mary	0	Commemorative events and holidays|Congressional tributes|Drug, alcohol, tobacco use|Health|Health promotion and preventive care
Conaway, K. Michael	0	Administrative law and regulatory procedures|Department of Labor|Government information and archives|Labor and employment|Labor standards|Labor-management relations
Culberson, John Abney	0	Commemorative events and holidays|Science, technology, communications|Space flight and exploration
Linder, John	0	Agricultural conservation and pollution|Agricultural practices and innovations|Agriculture and food|Commemorative events and holidays|Water use and supply
Clay, Wm. Lacy	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Federal officials|Judges|News media and reporting|Ohio|Postal service|Racial and ethnic relations|State and local government operations
Cohen, Steve	0	Arts, culture, religion|Commemorative events and holidays|Music|Postal service
Hinchey, Maurice D.	0	Commemorative events and holidays|Health|Health information and medical records|Health promotion and preventive care|Medical research|Medical tests and diagnostic methods|Women's health
Broun, Paul C.	0	Arts, culture, religion|Commemorative events and holidays|Religion
Payne, Donald M.	0	Diplomacy, foreign officials, Americans abroad|Europe|Greece|Historical and cultural resources|International affairs|United Kingdom
Thompson, Glenn	0	Athletes|Congressional tributes|Higher education|School athletics|Sports and recreation
Mack, Connie	0	Human rights|International affairs|International law and treaties|Iran|Latin America|Middle East|Political movements and philosophies|Religion|Venezuela
Wamp, Zach	0	Congress|Government information and archives|Racial and ethnic relations|Travel and tourism|U.S. Capitol|U.S. history
Watson, Diane E.	0	Area studies and international education|Commemorative events and holidays|Education|Education programs funding|Higher education
Lee, Barbara	0	Caribbean area|Civil rights and liberties, minority issues|Commemorative events and holidays|Racial and ethnic relations|U.S. history
Rush, Bobby L.	0	Africa|Cultural exchanges and relations|Economic development|Foreign aid and international relief|Free trade and trade barriers|International affairs|Trade agreements and negotiations
Dicks, Norman D.	0	Armed forces and national security|Congressional tributes|Military personnel and dependents|Military readiness
Kaptur, Marcy	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Law|Supreme Court
Lance, Leonard	0	Housing finance and home ownership|Income tax deductions|Income tax rates|Taxation
Lungren, Daniel E.	0	Congress|National symbols|Religion|U.S. Capitol
